-999;SUMMARY;ATMG-A;mg;19.0;NAN;NAN
-999;SUMMARY;B12;µg;2.8;NAN;NAN
-999;SUMMARY;B6;mg;2.0;NAN;NAN
-999;SUMMARY;BIOT;µg;35.0;NAN;NAN
-999;SUMMARY;CA;mg;1000.0;NAN;NAN
-999;SUMMARY;CHOLN;mg;550.0;NAN;NAN
-999;SUMMARY;CU;mg;1.3;NAN;NAN
-999;SUMMARY;D-IU;IU;600.0;NAN;NAN
-999;SUMMARY;D3+D2-µG;µg;15.0;NAN;NAN
-999;SUMMARY;DFE;µg;500.0;NAN;NAN
-999;SUMMARY;FE;mg;9.0;NAN;NAN
-999;SUMMARY;K;mg;5100.0;NAN;NAN
-999;SUMMARY;MG;mg;310.0;NAN;NAN
-999;SUMMARY;MN;mg;2.6;NAN;NAN
-999;SUMMARY;N-MG;mg;17.0;NAN;NAN
-999;SUMMARY;NA;mg;1500.0;NAN;NAN
-999;SUMMARY;P;mg;700.0;NAN;NAN
-999;SUMMARY;PANT;mg;7.0;NAN;NAN
-999;SUMMARY;RAE;µg;1300.0;NAN;NAN
-999;SUMMARY;RIBO;mg;1.6;NAN;NAN
-999;SUMMARY;SE;µg;70.0;NAN;NAN
-999;SUMMARY;TDF;g;29.0;NAN;NAN
-999;SUMMARY;THIA;mg;1.4;NAN;NAN
-999;SUMMARY;VITC;mg;120.0;NAN;NAN
-999;SUMMARY;VITK;µg;90.0;NAN;NAN
-999;SUMMARY;ZN;mg;12.0;NAN;NAN
-999;SUMMARY;18:2undiff;g;13.0;NAN;NAN
-999;SUMMARY;18:3undiff;g;1.3;NAN;NAN
-999;SUMMARY;H2O;g;3800.0;NAN;NAN
-999;SUMMARY;KCAL;kCal;0;NAN;NAN
-999;SUMMARY;PROT;g;0;NAN;NAN
-999;SUMMARY;FAT;g;0;NAN;NAN
-999;SUMMARY;CARB;g;0;NAN;NAN
